distance_to_pin,lie,strokes_to_hole_out
0.5555555555555556,Green,1
401.0,Tee Box,4
92.13888888888889,Primary Rough,3
3.5833333333333335,Green,2
0.5555555555555556,Green,1
468.0,Tee Box,4
194.55555555555554,Primary Rough,3
21.47222222222222,Green Side Bunker,2
1.5277777777777777,Green,1
452.0,Tee Box,5
137.05555555555554,Primary Rough,4
18.555555555555557,Green Side Bunker,3
4.027777777777778,Green,2
0.8055555555555556,Green,1
529.0,Tee Box,4
247.30555555555554,Fairway,3
20.25,Green Side Bunker,2
0.3333333333333333,Green,1
477.0,Tee Box,4
223.38888888888889,Primary Rough,3
21.72222222222222,Green Side Bunker,2
0.4444444444444444,Green,1
222.0,Tee Box,4
15.416666666666666,Green Side Bunker,3
2.5277777777777777,Green,2
0.1388888888888889,Green,1
429.0,Tee Box,4
142.55555555555554,Primary Rough,3
26.916666666666668,Fairway,2
2.611111111111111,Green,1
217.0,Tee Box,3
8.027777777777779,Green,2
1.1666666666666667,Green,1
374.0,Tee Box,4
97.58333333333333,Intermediate Rough,3
7.277777777777778,Green,2
0.6111111111111112,Green,1
438.0,Tee Box,4
123.58333333333333,Fairway,3
3.611111111111111,Green,2
0.7222222222222222,Green,1
516.0,Tee Box,4
189.61111111111111,Fairway,3
5.0,Green,2
0.6666666666666666,Green,1
215.0,Tee Box,3
20.77777777777778,Green Side Bunker,2
2.111111111111111,Green,1
439.0,Tee Box,4
144.97222222222223,Fairway,3
5.944444444444445,Green,2
0.7222222222222222,Green,1
404.0,Tee Box,4
121.69444444444444,Fairway,3
4.555555555555555,Green,2
0.16666666666666666,Green,1
588.0,Tee Box,4
280.6111111111111,Primary Rough,3
21.555555555555557,Fairway,2
0.5277777777777778,Green,1
459.0,Tee Box,5
170.91666666666666,Fairway Bunker,4
134.58333333333334,Fairway,3
4.555555555555555,Green,2
1.4444444444444444,Green,1
179.0,Tee Box,2
4.361111111111111,Green,1
401.0,Tee Box,4
138.5,Fairway Bunker,3
11.916666666666666,Primary Rough,2
0.4444444444444444,Green,1
468.0,Tee Box,4
165.58333333333334,Fairway,3
8.333333333333334,Green,2
0.6111111111111112,Green,1
452.0,Tee Box,4
129.55555555555554,Primary Rough,3
25.22222222222222,Green,2
3.361111111111111,Green,1
529.0,Tee Box,4
275.5833333333333,Primary Rough,3
93.05555555555556,Fairway,2
0.8611111111111112,Green,1
222.0,Tee Box,3
24.805555555555557,Primary Rough,2
2.0833333333333335,Green,1
429.0,Tee Box,4
124.69444444444444,Fairway,3
3.9722222222222223,Green,2
0.9444444444444444,Green,1
217.0,Tee Box,2
11.11111111111111,Green,1
374.0,Tee Box,4
84.41666666666667,Fairway,3
8.833333333333334,Green,2
1.0277777777777777,Green,1
438.0,Tee Box,3
118.19444444444444,Fairway,2
2.7222222222222223,Green,1
516.0,Tee Box,5
201.0,Primary Rough,4
24.77777777777778,Green,3
1.9722222222222223,Green,2
0.16666666666666666,Green,1
215.0,Tee Box,3
6.305555555555555,Green,2
0.5555555555555556,Green,1
439.0,Tee Box,4
110.80555555555556,Fairway,3
11.11111111111111,Green,2
0.1388888888888889,Green,1
404.0,Tee Box,4
66.80555555555556,Primary Rough,3
5.972222222222222,Green,2
0.6111111111111112,Green,1
588.0,Tee Box,6
255.77777777777777,Primary Rough,5
110.80555555555556,Native Area,4
14.527777777777779,Fairway,3
3.3055555555555554,Green,2
0.5555555555555556,Green,1
459.0,Tee Box,4
180.16666666666666,Fairway,3
12.472222222222221,Green Side Bunker,2
1.0,Green,1
179.0,Tee Box,2
5.111111111111111,Green,1
401.0,Tee Box,4
41.916666666666664,Fairway,3
2.6944444444444446,Green,2
0.6111111111111112,Green,1
468.0,Tee Box,4
165.05555555555554,Fairway,3
21.63888888888889,Green Side Bunker,2
3.6666666666666665,Green,1
452.0,Tee Box,4
145.5,Intermediate Rough,3
11.722222222222221,Green,2
1.0555555555555556,Green,1
529.0,Tee Box,6
228.75,Native Area,5
107.05555555555556,Native Area,4
6.388888888888889,Green,3
1.1111111111111112,Green,2
1.0833333333333333,Green,1
477.0,Tee Box,4
137.16666666666666,Primary Rough,3
20.305555555555557,Green Side Bunker,2
2.0,Green,1
222.0,Tee Box,3
11.416666666666666,Green,2
0.4444444444444444,Green,1
429.0,Tee Box,4
145.5,Intermediate Rough,3
7.166666666666667,Green,2
0.5555555555555556,Green,1
217.0,Tee Box,2
24.083333333333332,Green Side Bunker,1
374.0,Tee Box,4
90.27777777777777,Fairway,3
2.5,Green,2
0.5,Green,1
438.0,Tee Box,4
140.08333333333334,Native Area,3
9.194444444444445,Green,2
0.5277777777777778,Green,1
516.0,Tee Box,4
215.72222222222223,Fairway,3
11.833333333333334,Intermediate Rough,2
1.3611111111111112,Green,1
215.0,Tee Box,3
6.333333333333333,Green,2
0.027777777777777776,Green,1
439.0,Tee Box,3
137.69444444444446,Fairway Bunker,2
3.6666666666666665,Green,1
404.0,Tee Box,5
116.75,Fairway,4
11.805555555555555,Green,3
1.8055555555555556,Green,2
0.7777777777777778,Green,1
588.0,Tee Box,4
281.02777777777777,Fairway,3
6.361111111111111,Green,2
0.6111111111111112,Green,1
459.0,Tee Box,4
171.58333333333334,Fairway,3
8.722222222222221,Intermediate Rough,2
1.8333333333333333,Green,1
179.0,Tee Box,3
4.472222222222222,Green,2
0.2777777777777778,Green,1
401.0,Tee Box,3
57.916666666666664,Fairway,2
2.1666666666666665,Green,1
468.0,Tee Box,4
179.25,Fairway,3
5.972222222222222,Green,2
0.8888888888888888,Green,1
452.0,Tee Box,3
119.16666666666667,Intermediate Rough,2
1.6666666666666667,Green,1
529.0,Tee Box,4
243.38888888888889,Fairway,3
7.083333333333333,Green,2
0.9166666666666666,Green,1
477.0,Tee Box,4
194.61111111111111,Intermediate Rough,3
10.472222222222221,Green Side Bunker,2
1.3333333333333333,Green,1
459.0,Tee Box,3
134.69444444444446,Fairway,2
1.4166666666666667,Green,1
222.0,Tee Box,3
9.416666666666666,Green,2
0.5555555555555556,Green,1
413.0,Tee Box,5
143.19444444444446,Native Area,4
27.833333333333332,Fairway,3
3.7777777777777777,Green,2
0.3888888888888889,Green,1
186.0,Tee Box,3
8.916666666666666,Green,2
0.8055555555555556,Green,1
381.0,Tee Box,4
98.33333333333333,Primary Rough,3
2.3333333333333335,Green,2
1.2777777777777777,Green,1
450.0,Tee Box,4
142.08333333333334,Fairway,3
6.055555555555555,Green,2
1.4166666666666667,Green,1
535.0,Tee Box,4
174.30555555555554,Fairway,3
5.444444444444445,Green,2
0.75,Green,1
202.0,Tee Box,3
10.75,Green,2
0.7777777777777778,Green,1
428.0,Tee Box,5
156.97222222222223,Fairway,4
22.22222222222222,Fairway,3
2.111111111111111,Green,2
0.9722222222222222,Green,1
413.0,Tee Box,4
129.16666666666666,Fairway,3
4.083333333333333,Green,2
0.7222222222222222,Green,1
600.0,Tee Box,5
293.25,Primary Rough,4
72.38888888888889,Fairway,3
4.861111111111111,Green,2
0.16666666666666666,Green,1
471.0,Tee Box,3
173.27777777777777,Primary Rough,2
0.8888888888888888,Green,1
203.0,Tee Box,3
5.25,Green,2
0.2777777777777778,Green,1
387.0,Tee Box,4
117.52777777777777,Fairway Bunker,3
4.166666666666667,Green,2
0.5833333333333334,Green,1
476.0,Tee Box,4
206.44444444444446,Fairway,3
21.694444444444443,Green,2
0.6666666666666666,Green,1
454.0,Tee Box,4
141.69444444444446,Intermediate Rough,3
9.38888888888889,Green,2
0.9166666666666666,Green,1
516.0,Tee Box,4
243.88888888888889,Primary Rough,3
30.75,Fairway,2
0.6388888888888888,Green,1
494.0,Tee Box,4
192.19444444444446,Fairway Bunker,3
10.11111111111111,Primary Rough,2
0.4722222222222222,Green,1
447.0,Tee Box,4
131.69444444444446,Fairway,3
8.027777777777779,Intermediate Rough,2
1.0555555555555556,Green,1
238.0,Tee Box,3
7.444444444444445,Green,2
0.6666666666666666,Green,1
413.0,Tee Box,4
153.25,Fairway,3
3.1944444444444446,Green,2
0.6388888888888888,Green,1
186.0,Tee Box,3
4.277777777777778,Green,2
0.9166666666666666,Green,1
381.0,Tee Box,3
108.88888888888889,Fairway,2
3.1944444444444446,Green,1
450.0,Tee Box,4
172.44444444444446,Fairway,3
6.638888888888889,Green,2
0.027777777777777776,Green,1
535.0,Tee Box,4
225.11111111111111,Fairway,3
20.083333333333332,Green Side Bunker,2
2.3055555555555554,Green,1
202.0,Tee Box,3
25.0,Green Side Bunker,2
2.3055555555555554,Green,1
428.0,Tee Box,3
175.30555555555554,Fairway Bunker,2
2.0555555555555554,Green,1
413.0,Tee Box,4
128.58333333333334,Primary Rough,3
15.472222222222221,Fairway,2
2.611111111111111,Green,1
600.0,Tee Box,4
304.94444444444446,Fairway,3
33.55555555555556,Fairway,2
3.25,Green,1
471.0,Tee Box,3
216.47222222222223,Fairway,2
0.9722222222222222,Green,1
203.0,Tee Box,3
8.805555555555555,Green,2
0.25,Green,1
387.0,Tee Box,3
92.91666666666667,Fairway,2
5.583333333333333,Green,1
476.0,Tee Box,4
225.38888888888889,Fairway,3
16.47222222222222,Green Side Bunker,2
2.388888888888889,Green,1
454.0,Tee Box,4
162.5,Intermediate Rough,3
5.527777777777778,Intermediate Rough,2
0.7777777777777778,Green,1
516.0,Tee Box,5
255.55555555555554,Fairway,4
53.55555555555556,Primary Rough,3
3.388888888888889,Green,2
1.1388888888888888,Green,1
494.0,Tee Box,4
208.91666666666666,Fairway,3
8.472222222222221,Primary Rough,2
0.3611111111111111,Green,1
447.0,Tee Box,4
181.27777777777777,Fairway,3
3.0,Green,2
0.3888888888888889,Green,1
413.0,Tee Box,4
138.80555555555554,Primary Rough,3
37.416666666666664,Other,2
3.5555555555555554,Green,1
186.0,Tee Box,3
12.555555555555555,Primary Rough,2
0.6388888888888888,Green,1
381.0,Tee Box,5
126.58333333333333,Primary Rough,4
16.52777777777778,Green,3
3.1666666666666665,Green,2
0.4166666666666667,Green,1
450.0,Tee Box,5
153.72222222222223,Primary Rough,4
87.63888888888889,Primary Rough,3
10.11111111111111,Green,2
0.3611111111111111,Green,1
535.0,Tee Box,4
226.55555555555554,Intermediate Rough,3
18.166666666666668,Green Side Bunker,2
0.5833333333333334,Green,1
202.0,Tee Box,3
5.638888888888889,Green,2
0.1388888888888889,Green,1
428.0,Tee Box,4
151.0,Intermediate Rough,3
19.416666666666668,Green,2
2.1944444444444446,Green,1
413.0,Tee Box,3
119.63888888888889,Fairway,2
3.4166666666666665,Green,1
600.0,Tee Box,5
296.1111111111111,Primary Rough,4
143.61111111111111,Other,3
8.166666666666666,Green,2
0.027777777777777776,Green,1
471.0,Tee Box,5
198.0,Primary Rough,4
19.583333333333332,Fairway,3
16.97222222222222,Fairway,2
1.25,Green,1
203.0,Tee Box,3
28.77777777777778,Green Side Bunker,2
1.9166666666666667,Green,1
387.0,Tee Box,4
110.47222222222223,Native Area,3
5.416666666666667,Green,2
0.8611111111111112,Green,1
476.0,Tee Box,4
196.30555555555554,Primary Rough,3
40.05555555555556,Intermediate Rough,2
2.5,Green,1
454.0,Tee Box,3
146.08333333333334,Primary Rough,2
11.944444444444445,Green,1
516.0,Tee Box,4
237.69444444444446,Primary Rough,3
16.77777777777778,Fairway,2
1.2777777777777777,Green,1
494.0,Tee Box,5
197.97222222222223,Primary Rough,4
108.61111111111111,Intermediate Rough,3
4.222222222222222,Green,2
0.5555555555555556,Green,1
447.0,Tee Box,3
173.38888888888889,Fairway,2
0.5555555555555556,Green,1
238.0,Tee Box,3
25.583333333333332,Primary Rough,2
2.0555555555555554,Green,1
413.0,Tee Box,4
128.77777777777777,Fairway,3
11.055555555555555,Green,2
3.0,Green,1
186.0,Tee Box,2
0.6388888888888888,Green,1
381.0,Tee Box,3
94.25,Fairway,2
4.916666666666667,Green,1
450.0,Tee Box,5
148.91666666666666,Fairway,4
9.444444444444445,Primary Rough,3
1.1944444444444444,Green,2
0.2222222222222222,Green,1
535.0,Tee Box,4
217.47222222222223,Fairway,3
10.25,Green,2
0.2777777777777778,Green,1
428.0,Tee Box,4
133.77777777777777,Fairway,3
3.1666666666666665,Green,2
0.5555555555555556,Green,1
413.0,Tee Box,3
144.94444444444446,Intermediate Rough,2
4.472222222222222,Green,1
471.0,Tee Box,4
177.52777777777777,Primary Rough,3
11.36111111111111,Fringe,2
1.8055555555555556,Green,1
203.0,Tee Box,3
4.138888888888889,Green,2
1.1666666666666667,Green,1
387.0,Tee Box,3
137.83333333333334,Fairway,2
1.9722222222222223,Green,1
476.0,Tee Box,4
207.02777777777777,Primary Rough,3
6.027777777777778,Green,2
0.1388888888888889,Green,1
454.0,Tee Box,4
188.52777777777777,Intermediate Rough,3
9.63888888888889,Green,2
0.2777777777777778,Green,1
516.0,Tee Box,4
221.05555555555554,Fairway,3
17.63888888888889,Primary Rough,2
1.1388888888888888,Green,1
494.0,Tee Box,4
180.5,Fairway,3
24.166666666666668,Green Side Bunker,2
1.2222222222222223,Green,1
238.0,Tee Box,4
29.333333333333332,Green Side Bunker,3
2.1666666666666665,Green,2
0.2777777777777778,Green,1
413.0,Tee Box,4
119.44444444444444,Fairway,3
14.555555555555555,Green,2
4.472222222222222,Green,1
186.0,Tee Box,3
3.1666666666666665,Green,2
1.3611111111111112,Green,1
381.0,Tee Box,4
94.44444444444444,Fairway,3
2.0,Green,2
1.6388888888888888,Green,1
450.0,Tee Box,4
161.38888888888889,Fairway,3
4.555555555555555,Green,2
1.5555555555555556,Green,1
535.0,Tee Box,4
212.69444444444446,Fairway,3
33.69444444444444,Primary Rough,2
3.111111111111111,Green,1
202.0,Tee Box,3
3.6944444444444446,Green,2
0.2777777777777778,Green,1
428.0,Tee Box,4
138.80555555555554,Fairway,3
10.75,Green,2
1.3333333333333333,Green,1
413.0,Tee Box,4
133.91666666666666,Fairway,3
3.6666666666666665,Green,2
1.0833333333333333,Green,1
600.0,Tee Box,4
286.25,Fairway,3
8.13888888888889,Green,2
0.6666666666666666,Green,1
471.0,Tee Box,5
196.44444444444446,Intermediate Rough,4
30.166666666666668,Green Side Bunker,3
5.444444444444445,Green,2
0.3888888888888889,Green,1
203.0,Tee Box,3
14.083333333333334,Green,2
1.4722222222222223,Green,1
387.0,Tee Box,3
149.66666666666666,Fairway,2
4.111111111111111,Green,1
476.0,Tee Box,4
208.36111111111111,Primary Rough,3
20.86111111111111,Fairway,2
1.8611111111111112,Green,1
454.0,Tee Box,4
140.88888888888889,Fairway,3
4.666666666666667,Green,2
0.5555555555555556,Green,1
516.0,Tee Box,4
232.52777777777777,Primary Rough,3
21.305555555555557,Primary Rough,2
2.2777777777777777,Green,1
494.0,Tee Box,5
199.11111111111111,Primary Rough,4
168.22222222222223,Primary Rough,3
58.27777777777778,Primary Rough,2
6.111111111111111,Green,1
447.0,Tee Box,4
161.47222222222223,Primary Rough,3
13.61111111111111,Fairway,2
1.1388888888888888,Green,1
238.0,Tee Box,5
29.444444444444443,Green Side Bunker,4
1.5833333333333333,Green,3
1.6666666666666667,Green,2
0.3888888888888889,Green,1
413.0,Tee Box,4
139.58333333333334,Fairway,3
4.166666666666667,Green,2
1.6666666666666667,Green,1
186.0,Tee Box,3
6.027777777777778,Primary Rough,2
0.8055555555555556,Green,1
381.0,Tee Box,4
113.5,Fairway,3
14.11111111111111,Green,2
1.1666666666666667,Green,1
450.0,Tee Box,4
165.86111111111111,Intermediate Rough,3
9.277777777777779,Green,2
1.4166666666666667,Green,1
535.0,Tee Box,5
255.33333333333334,Primary Rough,4
61.25,Fairway,3
4.583333333333333,Green,2
0.2222222222222222,Green,1
202.0,Tee Box,3
6.333333333333333,Green,2
0.5833333333333334,Green,1
428.0,Tee Box,4
148.91666666666666,Fairway,3
5.666666666666667,Green,2
0.4166666666666667,Green,1
413.0,Tee Box,3
134.44444444444446,Fairway,2
3.5277777777777777,Green,1
600.0,Tee Box,4
303.47222222222223,Fairway,3
45.27777777777778,Fairway,2
1.5,Green,1
471.0,Tee Box,4
212.91666666666666,Primary Rough,3
29.86111111111111,Green Side Bunker,2
1.0833333333333333,Green,1
203.0,Tee Box,3
9.61111111111111,Green,2
0.8888888888888888,Green,1
387.0,Tee Box,3
72.77777777777777,Fairway,2
1.3611111111111112,Green,1
476.0,Tee Box,3
205.94444444444446,Fairway,2
2.0,Green,1
454.0,Tee Box,4
145.58333333333334,Fairway,3
8.916666666666666,Green,2
0.5555555555555556,Green,1
516.0,Tee Box,5
248.66666666666666,Intermediate Rough,4
28.916666666666668,Primary Rough,3
2.9444444444444446,Green,2
0.9444444444444444,Green,1
494.0,Tee Box,4
198.83333333333334,Fairway,3
9.027777777777779,Green,2
0.19444444444444445,Green,1
447.0,Tee Box,4
187.0,Fairway,3
11.083333333333334,Green Side Bunker,2
2.4444444444444446,Green,1
238.0,Tee Box,3
3.1944444444444446,Green,2
0.9722222222222222,Green,1
413.0,Tee Box,5
146.58333333333334,Fairway,4
8.527777777777779,Green Side Bunker,3
1.9444444444444444,Green,2
1.0,Green,1
186.0,Tee Box,3
12.083333333333334,Green,2
2.138888888888889,Green,1
381.0,Tee Box,4
121.80555555555556,Fairway,3
11.25,Primary Rough,2
1.4722222222222223,Green,1
450.0,Tee Box,4
165.72222222222223,Fairway,3
7.194444444444445,Green,2
0.2777777777777778,Green,1
535.0,Tee Box,4
227.91666666666666,Fairway,3
17.944444444444443,Fringe,2
1.3888888888888888,Green,1
202.0,Tee Box,2
3.3055555555555554,Green,1
428.0,Tee Box,4
157.66666666666666,Fairway,3
11.027777777777779,Green,2
0.8888888888888888,Green,1
413.0,Tee Box,3
149.88888888888889,Fairway,2
1.4722222222222223,Green,1
600.0,Tee Box,5
313.8611111111111,Primary Rough,4
115.05555555555556,Fairway,3
7.5,Primary Rough,2
1.7777777777777777,Green,1
471.0,Tee Box,4
190.11111111111111,Fairway,3
11.25,Green,2
0.4166666666666667,Green,1
203.0,Tee Box,3
14.944444444444445,Green,2
1.2222222222222223,Green,1
387.0,Tee Box,4
111.5,Primary Rough,3
10.472222222222221,Green,2
0.4166666666666667,Green,1
476.0,Tee Box,5
212.66666666666666,Primary Rough,4
15.333333333333334,Green Side Bunker,3
1.25,Green,2
0.5277777777777778,Green,1
454.0,Tee Box,5
173.5,Fairway,4
9.916666666666666,Primary Rough,3
3.1944444444444446,Green,2
0.3611111111111111,Green,1
516.0,Tee Box,4
248.36111111111111,Fairway,3
14.916666666666666,Green,2
1.8333333333333333,Green,1
494.0,Tee Box,4
198.38888888888889,Fairway Bunker,3
14.305555555555555,Green,2
1.1111111111111112,Green,1
447.0,Tee Box,4
188.97222222222223,Fairway,3
18.13888888888889,Green,2
1.3055555555555556,Green,1
238.0,Tee Box,3
3.361111111111111,Green,2
0.1111111111111111,Green,1
413.0,Tee Box,4
125.44444444444444,Primary Rough,3
4.194444444444445,Green,2
0.4722222222222222,Green,1
186.0,Tee Box,4
13.555555555555555,Green Side Bunker,3
4.027777777777778,Green,2
0.6111111111111112,Green,1
381.0,Tee Box,4
95.38888888888889,Fairway,3
3.9166666666666665,Green,2
0.25,Green,1
450.0,Tee Box,4
148.94444444444446,Fairway,3
0.8055555555555556,Green,2
0.75,Green,1
535.0,Tee Box,4
226.55555555555554,Fairway,3
12.13888888888889,Green,2
0.05555555555555555,Green,1
202.0,Tee Box,2
1.0277777777777777,Green,1
428.0,Tee Box,4
161.75,Fairway Bunker,3
4.972222222222222,Green,2
1.1944444444444444,Green,1
600.0,Tee Box,5
246.13888888888889,Fairway,4
22.944444444444443,Green Side Bunker,3
5.361111111111111,Green,2
0.8055555555555556,Green,1
471.0,Tee Box,5
193.27777777777777,Native Area,4
111.44444444444444,Primary Rough,3
6.944444444444445,Green,2
0.5555555555555556,Green,1
203.0,Tee Box,3
6.777777777777778,Green,2
0.1388888888888889,Green,1
387.0,Tee Box,3
138.58333333333334,Fairway,2
1.4444444444444444,Green,1
476.0,Tee Box,4
201.61111111111111,Primary Rough,3
28.38888888888889,Fairway,2
4.083333333333333,Green,1
454.0,Tee Box,4
155.97222222222223,Intermediate Rough,3
3.9722222222222223,Green,2
0.4722222222222222,Green,1
516.0,Tee Box,5
216.47222222222223,Fairway Bunker,4
13.083333333333334,Green Side Bunker,3
1.3888888888888888,Green,2
0.2222222222222222,Green,1
494.0,Tee Box,4
185.80555555555554,Fairway,3
12.88888888888889,Green,2
1.0555555555555556,Green,1
447.0,Tee Box,5
174.44444444444446,Other,4
164.75,Intermediate Rough,3
11.777777777777779,Fairway,2
0.4444444444444444,Green,1
238.0,Tee Box,3
10.0,Green,2
0.2222222222222222,Green,1
413.0,Tee Box,3
125.05555555555556,Primary Rough,2
10.63888888888889,Fringe,1
186.0,Tee Box,3
3.7777777777777777,Green,2
1.0555555555555556,Green,1
381.0,Tee Box,4
106.69444444444444,Fairway,3
2.25,Green,2
0.3888888888888889,Green,1
450.0,Tee Box,3
146.61111111111111,Fairway,2
2.111111111111111,Green,1
535.0,Tee Box,5
236.66666666666666,Fairway,4
15.333333333333334,Green Side Bunker,3
1.8333333333333333,Green,2
0.6944444444444444,Green,1
202.0,Tee Box,3
20.555555555555557,Green Side Bunker,2
2.4722222222222223,Green,1
428.0,Tee Box,4
164.72222222222223,Fairway Bunker,3
9.75,Fairway,2
1.1666666666666667,Green,1
413.0,Tee Box,3
159.52777777777777,Fairway Bunker,2
2.5833333333333335,Green,1
600.0,Tee Box,5
303.05555555555554,Fairway,4
29.0,Intermediate Rough,3
3.1944444444444446,Green,2
0.7222222222222222,Green,1
471.0,Tee Box,4
174.30555555555554,Fairway,3
6.388888888888889,Green,2
0.19444444444444445,Green,1
203.0,Tee Box,3
8.972222222222221,Green,2
0.6111111111111112,Green,1
387.0,Tee Box,4
122.19444444444444,Fairway,3
10.11111111111111,Green,2
2.0,Green,1
476.0,Tee Box,4
195.69444444444446,Fairway Bunker,3
5.222222222222222,Green,2
0.7777777777777778,Green,1
454.0,Tee Box,4
162.66666666666666,Fairway,3
12.222222222222221,Primary Rough,2
2.4722222222222223,Green,1
516.0,Tee Box,5
241.05555555555554,Primary Rough,4
37.19444444444444,Intermediate Rough,3
5.111111111111111,Green,2
0.4444444444444444,Green,1
494.0,Tee Box,3
178.05555555555554,Fairway,2
2.3333333333333335,Green,1
447.0,Tee Box,4
174.08333333333334,Intermediate Rough,3
18.666666666666668,Green Side Bunker,2
1.3888888888888888,Green,1
238.0,Tee Box,4
14.777777777777779,Green,3
1.75,Green,2
1.3888888888888888,Green,1
413.0,Tee Box,3
118.66666666666667,Fairway,2
1.6111111111111112,Green,1
186.0,Tee Box,4
14.083333333333334,Green Side Bunker,3
4.361111111111111,Green,2
0.75,Green,1
381.0,Tee Box,3
104.80555555555556,Intermediate Rough,2
4.583333333333333,Green,1
450.0,Tee Box,4
148.44444444444446,Primary Rough,3
8.555555555555555,Green,2
0.3055555555555556,Green,1
535.0,Tee Box,5
206.13888888888889,Native Area,4
119.41666666666667,Fairway,3
2.5555555555555554,Green,2
1.5833333333333333,Green,1
202.0,Tee Box,2
3.4722222222222223,Green,1
428.0,Tee Box,4
144.0,Fairway,3
7.416666666666667,Green,2
2.0,Green,1
413.0,Tee Box,3
143.52777777777777,Fairway,2
3.8333333333333335,Green,1
600.0,Tee Box,4
299.9166666666667,Primary Rough,3
55.611111111111114,Primary Rough,2
4.722222222222222,Green,1
471.0,Tee Box,5
199.16666666666666,Native Area,4
37.583333333333336,Primary Rough,3
10.11111111111111,Intermediate Rough,2
1.8055555555555556,Green,1
203.0,Tee Box,3
15.5,Green,2
0.8888888888888888,Green,1
387.0,Tee Box,5
151.86111111111111,Primary Rough,4
22.0,Primary Rough,3
3.7777777777777777,Green,2
0.5555555555555556,Green,1
476.0,Tee Box,4
196.08333333333334,Primary Rough,3
29.77777777777778,Intermediate Rough,2
2.138888888888889,Green,1
454.0,Tee Box,4
149.91666666666666,Primary Rough,3
5.888888888888889,Green,2
0.19444444444444445,Green,1
516.0,Tee Box,4
217.69444444444446,Fairway,3
12.944444444444445,Green,2
0.2777777777777778,Green,1
447.0,Tee Box,3
138.77777777777777,Fairway,2
2.0277777777777777,Green,1
238.0,Tee Box,4
26.194444444444443,Green Side Bunker,3
4.194444444444445,Green,2
0.8888888888888888,Green,1
413.0,Tee Box,4
125.94444444444444,Intermediate Rough,3
1.8333333333333333,Green,2
1.0277777777777777,Green,1
186.0,Tee Box,3
10.38888888888889,Green,2
1.5277777777777777,Green,1
381.0,Tee Box,5
108.05555555555556,Fairway,4
12.055555555555555,Green,3
2.3055555555555554,Green,2
0.027777777777777776,Green,1
450.0,Tee Box,6
156.97222222222223,Primary Rough,5
144.13888888888889,Primary Rough,4
10.25,Primary Rough,3
12.083333333333334,Green,2
1.5,Green,1
535.0,Tee Box,5
241.27777777777777,Primary Rough,4
82.25,Primary Rough,3
14.472222222222221,Green,2
0.2222222222222222,Green,1
202.0,Tee Box,3
7.166666666666667,Green,2
0.75,Green,1
428.0,Tee Box,4
167.33333333333334,Fairway,3
4.972222222222222,Green,2
0.6111111111111112,Green,1
413.0,Tee Box,3
111.02777777777777,Fairway Bunker,2
0.9166666666666666,Green,1
600.0,Tee Box,5
301.8888888888889,Fairway,4
32.333333333333336,Fairway,3
2.5833333333333335,Green,2
0.16666666666666666,Green,1
471.0,Tee Box,6
242.86111111111111,Primary Rough,5
191.36111111111111,Fairway,4
20.194444444444443,Fairway,3
2.6944444444444446,Green,2
0.9444444444444444,Green,1
203.0,Tee Box,3
11.444444444444445,Green,2
0.4444444444444444,Green,1
387.0,Tee Box,5
134.16666666666666,Primary Rough,4
14.583333333333334,Green Side Bunker,3
4.388888888888889,Green,2
0.4722222222222222,Green,1
476.0,Tee Box,4
199.5,Intermediate Rough,3
13.333333333333334,Green Side Bunker,2
1.25,Green,1
454.0,Tee Box,4
188.88888888888889,Primary Rough,3
6.194444444444445,Green,2
0.9166666666666666,Green,1
516.0,Tee Box,4
223.83333333333334,Fairway,3
7.944444444444445,Green,2
0.2777777777777778,Green,1
494.0,Tee Box,5
185.13888888888889,Primary Rough,4
6.138888888888889,Green,3
1.2222222222222223,Green,2
0.4166666666666667,Green,1
447.0,Tee Box,4
169.38888888888889,Fairway,3
18.055555555555557,Green,2
2.1944444444444446,Green,1
238.0,Tee Box,2
5.138888888888889,Green,1
413.0,Tee Box,3
149.77777777777777,Fairway,2
5.694444444444445,Green,1
186.0,Tee Box,4
11.13888888888889,Green Side Bunker,3
16.444444444444443,Green,2
4.972222222222222,Green,1
381.0,Tee Box,4
128.08333333333334,Fairway Bunker,3
4.805555555555555,Green,2
0.75,Green,1
450.0,Tee Box,4
158.22222222222223,Primary Rough,3
10.916666666666666,Green,2
1.3333333333333333,Green,1
535.0,Tee Box,4
219.41666666666666,Primary Rough,3
13.75,Green,2
0.9166666666666666,Green,1
202.0,Tee Box,3
22.77777777777778,Green Side Bunker,2
0.1111111111111111,Green,1
428.0,Tee Box,4
159.91666666666666,Fairway,3
9.194444444444445,Green,2
0.5277777777777778,Green,1
413.0,Tee Box,3
136.02777777777777,Fairway,2
6.361111111111111,Green,1
600.0,Tee Box,6
324.72222222222223,Primary Rough,5
107.63888888888889,Fairway,4
7.666666666666667,Primary Rough,3
2.5277777777777777,Green,2
0.4166666666666667,Green,1
471.0,Tee Box,5
194.77777777777777,Intermediate Rough,4
27.694444444444443,Green Side Bunker,3
2.888888888888889,Green,2
1.4722222222222223,Green,1
203.0,Tee Box,3
17.61111111111111,Green,2
0.9444444444444444,Green,1
387.0,Tee Box,4
93.16666666666667,Fairway,3
3.638888888888889,Green,2
0.5,Green,1
476.0,Tee Box,4
201.11111111111111,Fairway,3
4.722222222222222,Green,2
0.7222222222222222,Green,1
454.0,Tee Box,4
172.08333333333334,Fairway,3
2.4722222222222223,Green,2
0.6111111111111112,Green,1
516.0,Tee Box,5
